"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15"
1.10309558668413,0.537852089727886,-0.416181764103009,-0.620218943134006,-0.202943819528138,0.523695673660136,-0.588136370588167,-0.983758152596875,-0.510638297897668,-0.589595776500117,-0.30826273659904,-0.755968246512794,0.0566027440827711,-0.317280760384182,2.05785364380719
0.044920381127379,2.42059413100935,-0.209307971081986,0.603699982119246,-0.421661968572811,-0.507294644448515,-0.499477299461085,-0.122675292494421,-0.475102621015656,-0.679752347650256,-0.452496189013082,0.129870026141097,0.0255134152455351,1.62214135242543,0.839153470829889
0.45489435323673,-0.115815622813299,-0.679938650015496,3.73844833173412,-0.190216801104562,2.77811270358738,-0.619366828721471,-0.431724513542406,1.065768436753,0.559171910166369,0.0995944654204538,-0.481932268416846,-2.05441513069296,-0.58367343356944,-2.0801307341816
-0.729194674644004,-0.740850351716312,-0.534340351165615,0.565285743869349,-0.67204595308226,0.328850910276018,-0.343397394634117,-0.301021568688,-0.103660197079181,-0.513711987351268,0.686706539078619,0.717666274639707,1.11470100006594,-0.461444876679013,-0.690029149188128
7.81814829563788,1.62310110085994,0.548067156954213,-0.194672724078312,0.225263406253369,-0.366460327983001,1.26555578384535,-0.623594473665723,-1.18863147598565,0.56999650995517,0.147719284751482,2.85238541962146,4.18621142610872,3.87451225587256,0.291609751000914
-0.213225669634379,-0.272753988628891,0.396626242201515,-0.632315104856574,-0.721247215012255,0.0846058708025152,1.17441995879434,1.7301726320513,3.36443918083535,1.73502091527084,2.43292409211826,2.09914062983761,-2.66370099715955,-0.728295067878234,-0.846134110635945
1.19552231356346,-0.400669091701223,5.18898802952761,-1.00368218132342,-0.784627480544687,-0.133523317597556,0.043892685761234,-0.258116170224013,-0.472197881503011,-0.461243119918883,-0.163615735779989,-0.0763256547328984,-0.67808127881079,-0.685751176509631,-0.655343665726511
-0.209822748974171,0.0480232183277173,-0.263961271034578,-1.28497786347113,-1.65597601106335,-2.49685885354981,-0.0124496191718794,2.87091638708223,-0.0545327440091694,-2.32567387344316,-2.504167215829,-1.24703270904093,-0.366211936293714,0.491418158257089,-0.516524932613424
-0.523454192806306,-1.23105091620942,-1.11161079887866,0.0980853438557164,-1.27261541606245,-0.513278993981314,1.15857036666906,-0.196698772198361,0.171780858897891,-0.346466119482249,0.548428010479215,-0.542245168593536,0.724435010125284,0.771117474621234,0.179868558241549
-0.950260715395976,0.514558049087204,0.583423210770685,-0.897031889918607,-0.879035579377634,0.00488606184287139,-0.421870521084706,-0.93790471242802,-0.396512390566634,0.837841845422779,-0.504678239861229,0.600457314590821,0.335456209249525,-0.00016708096348594,-0.476486499746067
-0.500714946080531,-0.28262198214456,-0.418213837951351,-0.63427682299781,-0.715645120877296,-0.429013989888436,3.27678949095183,3.69351828879936,0.536274913675233,-0.206885197135831,-1.3612578482317,-0.281088707213306,-4.37766295055835,-1.26239435836931,-1.49787569508819
-0.907525849970627,-0.494465603149246,-0.962955992449271,-0.357621800676816,-0.617303011992853,-0.100683680450333,0.678013767800194,0.916812653822904,3.32104214617829,-2.09104237117656,-1.1852084201455,-0.64759720360048,-1.38330714153002,-0.911199526486288,-1.04287700870948
0.529298008605669,-0.496319012945708,-0.89418680298858,0.824283239930543,0.889902320307903,-0.309564056624131,-0.810414680388913,-0.611407139399176,-0.0926473742145505,0.87437900805819,0.375194519411524,2.10899714642238,0.955310534550202,-0.514137912583055,-0.619848480830688
-0.402468459972428,-0.674098923588096,-0.639841667236205,-0.340670200718453,-0.976474918923601,-0.0513895930303307,0.866473321524924,0.284621379257971,-0.358703236961154,0.120363829091404,0.483414926292534,-0.094522269333051,0.046055937439101,-0.498319264427072,-0.541218398706619
0.765172739788698,-0.339028435667721,-0.391104264973214,0.414631624497471,-0.69194686811128,-0.947000754729079,-0.51988999960357,-0.423900478186209,-0.428646263529326,-0.252928028460047,-0.573467998768993,-0.588312660685663,-0.496223161602216,1.62896811692948,0.169594470373806
-0.123632111631708,0.377164003996728,0.793523677910195,-0.123795916798774,1.54314962633225,0.895577243098005,4.66609615185521,5.27339954412888,0.262349096600054,0.113124042357282,0.629274407774574,0.24500706702813,-0.523108425354589,-0.634541309191255,-0.613677641990086
0.718562454073697,-0.309142485307432,0.182887418057129,-0.510297088070374,-0.441511200836338,-0.0986971496069902,-0.27290334992686,-0.583578049520503,-0.259031641980108,0.121093320280527,-0.418693783110445,-0.491568137116872,-0.546783984353421,-1.01347251824798,-0.692781620786347
-0.538527288423009,-0.833801520312709,-0.345076382225341,-0.648773642984944,-0.80683389431411,-0.719524689139865,-0.504612109128531,-2.13233481950433,-1.97654762853226,-0.144521460264817,0.112731876472602,-0.559225774638602,2.99745017275583,3.95400953112007,0.754961122299993
